Wafer ID,Lot Number,Fab ID,Process Code,Wafer Orientation,Wafer Polish Date,Wafer Clean Level,Wafer Edge Exclusion (mm),Die ID,Die Center X (mm),Die Center Y (mm),Die Rotation (deg),Test Date,Test Program ID,Tester ID,Probe Card ID,Ambient Temperature (°C),Ambient Humidity (%),Chamber Temperature (°C),Chamber Pressure (Torr),Threshold Voltage (V),On-Resistance (mΩ),Off-State Leakage (nA),Source-Drain Leakage (A),Gate-Drain Capacitance (pF),Param Pass/Fail,Test Result,Defect Radius (mm),Defect Angle (deg),Sector ID,Neighbor Fail Count,Local Defect Density (defects/cm²),Process Step ID,Chemical Lot ID,Cleanroom Class,Die Width (mm),Die Height (mm),Wafer Diameter (mm)
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D014,0.0,-132.0,0.32276161327083,2025-07-27,TPR-205,T-B3,PC-8822,23.593986793743053,41.719647002218906,200.22069448332797,4.651840713730746,0.6480957872788665,120.37523057867149,1.0834019315997472,7.698330590793638e-10,0.12150557563886855,True,Pass,132.0,270.0,10,1,0.04,LITH,CL402,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D015,11.0,-132.0,-0.05658580117266887,2025-07-18,TPR-993,T-C5,PC-4267,22.775936370292477,43.5258273004426,199.72962411981047,4.8668095208481414,0.6469399943001181,119.691670743152,1.9093501614499646,6.732537687251764e-10,0.1081428363472761,True,Pass,132.45754036671525,274.76364169072616,10,2,0.08,LITH,CL525,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D016,22.0,-132.0,-0.2727612782152231,2025-07-11,TPR-112,T-B5,PC-5706,23.4660098720078,43.506930229078435,202.78698278596812,4.866190975165235,0.6590396291511479,105.58020272660909,1.5880587095189687,9.734719479515953e-10,0.11312937988459312,True,Pass,133.82077566656082,279.4623222080256,10,3,0.12,LITH,CL187,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D017,33.0,-132.0,0.0545847870158348,2025-07-31,TPR-687,T-C2,PC-6262,23.63101790603719,56.462152456138,199.42163578760275,4.984030727178852,0.6171311660205758,129.14621426780366,1.0566435617674557,3.5363172867644584e-09,0.11064904464102807,False,Fail,136.0624856453828,284.03624346792645,10,4,0.16,LITH,CL218,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D018,44.0,-132.0,-0.4361827438958247,2025-07-01,TPR-391,T-B1,PC-5676,23.05015260675612,47.97013246948425,200.94820249511193,4.987937149377249,0.6391586279884617,118.10442914531765,2.8562031392807645,1.5207194698634112e-09,0.1250120359207159,False,Fail,139.1402170474087,288.434948822922,10,4,0.16,LITH,CL951,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D019,55.0,-132.0,0.32763117199258207,2025-07-04,TPR-580,T-B5,PC-1969,23.594921696418723,59.80776914720965,194.71061867734562,5.599247819079628,0.6424456694835972,121.11349683221363,0.8873503630368953,2.2756548007554293e-09,0.14921643853902833,False,Fail,143.0,292.61986494804046,10,2,0.08,LITH,CL847,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D020,66.0,-132.0,0.13166439912206485,2025-07-29,TPR-590,T-B3,PC-2465,22.772588757371107,42.744225155812245,206.4852859824558,4.784554425105048,0.6403765494300921,134.7739463761269,1.3831365633613315,5.192187736866277e-10,0.11995647888381016,True,Pass,147.58048651498612,296.565051177078,10,1,0.04,LITH,CL245,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D021,-77.0,-121.0,0.25808774008537383,2025-07-09,TPR-551,T-A3,PC-4804,24.168093050006085,53.070796513872864,194.29907636425662,5.045793987132878,0.6764813110086247,106.88198122984433,2.1059464035751203,1.2262493947726648e-09,0.13768878818934593,False,Fail,143.42245291445826,237.52880770915152,8,3,0.12,LITH,CL456,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D022,-66.0,-121.0,-0.14547403187013164,2025-07-06,TPR-448,T-A4,PC-9767,24.123974992529718,48.974590144025015,197.83944119773494,5.1233015484935605,0.6500639174244475,112.25347035905091,1.8163637843119447,3.4896521902309814e-09,0.1105135687822517,False,Fail,137.82960494755835,241.3895403340348,9,5,0.2,LITH,CL419,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D023,-55.0,-121.0,0.47069802439490327,2025-07-19,TPR-288,T-B2,PC-1611,23.373741332848518,47.85836353394148,200.48796630425906,4.999685599106161,0.6383662147323961,123.1381807595044,3.3058019049988343,3.3384099612272085e-09,0.12022160635422348,False,Fail,132.9135057095403,245.55604521958347,9,4,0.16,LITH,CL451,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D024,-44.0,-121.0,0.3931211213221977,2025-07-31,TPR-152,T-B1,PC-3868,23.681727168919537,57.50168398108165,209.9549343994432,5.022036115556272,0.6268935596361233,128.92854329260325,3.1785484786460607,9.114817556119925e-10,0.11807008473738774,True,Pass,128.75169901791588,250.01689347810003,9,4,0.16,LITH,CL566,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D025,-33.0,-121.0,0.27838349707376187,2025-07-09,TPR-358,T-C3,PC-7846,22.295039017100063,59.511912916567994,197.88658507573837,4.791038221138683,0.6469254584711944,113.8105218717625,4.148721246182452,2.008593278164438e-09,0.12723425746075456,False,Fail,125.41929676090518,254.7448812969422,9,4,0.16,LITH,CL903,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D026,-22.0,-121.0,-0.3053612921480324,2025-07-02,TPR-982,T-C3,PC-3880,22.921826169867334,57.457179175483574,196.66992093019803,5.021297238920536,0.6743747219200203,114.34363362096154,3.914268199520657,1.6087871374563498e-08,0.13517929394900863,False,Fail,122.98373876248843,259.695153531234,9,4,0.16,LITH,CL311,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D027,-11.0,-121.0,-0.03327899627296582,2025-07-04,TPR-589,T-A4,PC-1595,23.353110539923936,43.84601358070266,197.24591541333103,5.102279799234874,0.6698134890270357,126.28799576705212,4.794496058287686,1.8067221363632479e-09,0.11486421971173563,False,Fail,121.49897118905987,264.8055710922652,9,3,0.12,LITH,CL633,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D028,0.0,-121.0,-0.4561962342127712,2025-07-20,TPR-216,T-B2,PC-7504,22.96393348928657,44.41595842417868,208.29448583805657,5.065520116854226,0.6062967511280108,142.67642224916156,2.686715569632417,8.948935687919845e-10,0.10028954819816646,True,Pass,121.0,270.0,10,3,0.12,LITH,CL594,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D029,11.0,-121.0,-0.34571050793245217,2025-07-14,TPR-941,T-A4,PC-9116,23.85719824131533,53.12147758190127,185.9382650324699,5.1140401807824185,0.6303357903422219,120.70416869020022,3.1863543148374593,1.6004590044527291e-09,0.10997118652652373,False,Fail,121.49897118905987,275.1944289077348,10,3,0.12,LITH,CL456,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D030,22.0,-121.0,0.18304895324245463,2025-07-12,TPR-166,T-A2,PC-4052,24.498648265373998,45.78167163276383,194.98630993925707,5.282521580127247,0.6492499893740884,112.22392862493392,3.5813141579026317,2.1829821273565186e-09,0.10197003231785609,False,Fail,122.98373876248843,280.304846468766,10,4,0.16,LITH,CL587,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D031,33.0,-121.0,0.24476215590781714,2025-07-24,TPR-510,T-C5,PC-5742,22.91169264028535,54.6945026156116,213.65644354579777,5.187393308382869,0.6458557188346369,109.42843106237848,2.883665423723241,1.5331846157624362e-09,0.1296090285150075,False,Fail,125.41929676090518,285.25511870305775,10,5,0.2,LITH,CL199,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D032,44.0,-121.0,0.46750973243421,2025-07-26,TPR-603,T-A1,PC-1613,23.081268297957404,51.3284130161929,202.9544103674582,5.014258922699487,0.6322639503137385,118.55713285378032,2.21007888839877,1.748773682292761e-09,0.1419673583727596,False,Fail,128.75169901791588,289.98310652189997,10,4,0.16,LITH,CL548,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D033,55.0,-121.0,-0.17417464186184806,2025-07-11,TPR-175,T-B2,PC-1151,23.617724184154966,51.01817536980806,194.4700752533039,4.765648329623344,0.62521041516661,128.42125197047315,2.30742738208326,4.421999965143337e-10,0.1346427578098102,True,Pass,132.9135057095403,294.44395478041656,10,3,0.12,LITH,CL839,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D034,66.0,-121.0,-0.12954029396513111,2025-07-14,TPR-690,T-A5,PC-5888,24.30555807424981,56.57093849677572,199.79041008912614,4.8799989450577765,0.6090629452333418,148.09568103432096,1.83552760312699,7.50136803492233e-10,0.10761108650531508,True,Pass,137.82960494755835,298.6104596659652,10,2,0.08,LITH,CL813,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D035,77.0,-121.0,-0.03044418872419208,2025-07-20,TPR-744,T-A1,PC-2758,22.888812843730047,54.21065543485356,200.33727283033932,4.956073769616517,0.6284103569778888,120.7201515485906,3.3154211915106955,1.5335637225464824e-09,0.1384214148155514,False,Fail,143.42245291445826,302.4711922908485,11,1,0.04,LITH,CL563,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D036,-99.0,-110.0,-0.3105286409157143,2025-07-17,TPR-802,T-C2,PC-6489,23.62451806115347,40.531555299945836,204.23062622952804,5.0504691662682895,0.6474388315907968,137.06093907568209,2.5999254568665564,1.5882880278887996e-09,0.1198955594700923,False,Fail,147.98986451781082,228.01278750418334,8,2,0.08,LITH,CL426,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D037,-88.0,-110.0,-0.37007849466452836,2025-07-04,TPR-154,T-C2,PC-5662,24.410649425406554,40.98918274292031,209.19751001411282,4.904333447700121,0.6248881906798399,122.96913284871775,1.9870002972950993,1.123249577887441e-09,0.09553618328763273,False,Fail,140.86873322352267,231.3401917459099,8,4,0.16,LITH,CL168,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D038,-77.0,-110.0,-0.024295073774066256,2025-07-13,TPR-255,T-A3,PC-8444,22.674120425910367,52.031169049120315,201.94275840639608,4.81285336016313,0.629529120097173,122.10664724574212,1.9200668417706124,1.4696651180092647e-09,0.11899915288201533,False,Fail,134.27211177307072,235.0079798014413,8,5,0.2,LITH,CL407,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D039,-66.0,-110.0,-0.2730906509491159,2025-07-29,TPR-252,T-A5,PC-9901,22.859465396577082,49.72384151244551,197.3010584849352,4.762360262175933,0.6453987889805068,134.62356817126292,1.4651973510931389,1.8887403772785115e-09,0.13067906562740358,False,Fail,128.2809416865966,239.03624346792648,8,4,0.16,LITH,CL145,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D040,-55.0,-110.0,0.16981399468251035,2025-07-19,TPR-930,T-A3,PC-9590,23.28819669676958,45.20369310685983,203.93542221049103,4.669764448188894,0.6098727741285322,120.95434360641048,4.415780510732573,4.454995853365572e-09,0.12070802821620769,False,Fail,122.98373876248843,243.43494882292202,9,5,0.2,LITH,CL929,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D041,-44.0,-110.0,-0.06284808112766926,2025-07-07,TPR-676,T-A2,PC-9092,23.239705793572295,48.373121746296036,196.50873651568568,4.953009859245086,0.6728051842140028,110.16585341845634,2.812582078685528,1.6520877731039605e-09,0.10528217122241618,False,Fail,118.4736257569591,248.19859051364818,9,4,0.16,LITH,CL827,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D042,-33.0,-110.0,0.33267819605783744,2025-07-09,TPR-411,T-C3,PC-3198,23.906300643876822,55.15820637465721,194.83331252005485,4.706066911585939,0.6531920498680599,132.12885821329343,1.7802005083329913,2.84783649015515e-09,0.13126562793261917,False,Fail,114.84337159801605,253.30075576600638,9,5,0.2,LITH,CL217,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D043,-22.0,-110.0,0.20026510200224912,2025-07-02,TPR-187,T-A1,PC-9261,23.62082985991042,56.5322296931586,191.20045564021777,4.799894863168522,0.6739290348947814,104.07987576742556,4.082422131695846,1.0898812508162597e-09,0.10515722373235271,False,Fail,112.17842929904127,258.69006752597977,9,5,0.2,LITH,CL123,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D044,-11.0,-110.0,-0.18763335861795893,2025-07-23,TPR-354,T-C1,PC-8668,22.612518970178936,51.224461357800884,192.174358027498,4.9212196254311396,0.6112804553643923,130.15512032473205,2.0178366547075792,3.0952664289501045e-09,0.11899623960022876,False,Fail,110.54863183232979,264.28940686250036,9,4,0.16,LITH,CL969,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D045,0.0,-110.0,0.33225980139520106,2025-07-14,TPR-221,T-A1,PC-5470,23.757705201450406,47.707389617142056,195.51777421937865,4.732816538121713,0.6544763264908969,119.92096010404772,1.3524311037607346,2.7535385248582803e-09,0.12908695731114253,False,Fail,110.0,270.0,10,3,0.12,LITH,CL451,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D046,11.0,-110.0,0.30476435749680186,2025-07-01,TPR-671,T-B2,PC-4159,23.211230556322175,45.41393522990214,194.11105116149565,5.075950437699739,0.6239746372451456,116.99231858999075,4.503413909639679,4.327953469603347e-09,0.11559787738561533,False,Fail,110.54863183232979,275.71059313749964,10,4,0.16,LITH,CL763,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D047,22.0,-110.0,-0.11252162096982554,2025-07-17,TPR-882,T-C3,PC-2845,24.13722360847062,50.43836941538507,201.56618263687358,5.1480446127211374,0.6486715079833897,116.74301261499741,2.104748489107269,3.9626904338591025e-09,0.1154489939157656,False,Fail,112.17842929904127,281.30993247402023,10,5,0.2,LITH,CL211,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D048,33.0,-110.0,-0.2116718960697559,2025-07-30,TPR-526,T-A2,PC-6417,23.18620623178154,46.29499237128762,194.0029908708798,4.890114596044921,0.6427613435789711,118.5192651358617,2.2017986169993677,3.274872235194186e-09,0.12518845490901112,False,Fail,114.84337159801605,286.6992442339936,10,5,0.2,LITH,CL793,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D049,44.0,-110.0,0.1824955039749755,2025-07-26,TPR-720,T-B1,PC-3662,23.18169235844888,51.28190274094446,184.28166848987627,4.912594538477999,0.6546808598455198,115.56987770523202,2.757222568640697,1.646765311942619e-09,0.13102942089181027,False,Fail,118.4736257569591,291.8014094863518,10,5,0.2,LITH,CL919,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D050,55.0,-110.0,-0.3602475163906902,2025-07-18,TPR-710,T-A4,PC-8518,23.770565805402267,53.533047650192756,194.78044112705268,5.1074859540278155,0.6398197099564553,124.42454020468857,4.838989546280499,2.418112263651402e-09,0.13663344457886223,False,Fail,122.98373876248843,296.565051177078,10,4,0.16,LITH,CL268,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D051,66.0,-110.0,-0.3000917975248917,2025-07-22,TPR-909,T-C1,PC-5215,23.88146324116847,41.3215842183879,197.6407017613929,4.857200980553064,0.6563934622090655,115.90351248952705,2.7666796261014475,5.524781534329792e-09,0.12006500850285176,False,Fail,128.2809416865966,300.9637565320735,11,3,0.12,LITH,CL858,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D052,77.0,-110.0,-0.4926377302489945,2025-07-24,TPR-733,T-C1,PC-4050,23.7240496819681,40.02134930045494,196.97275256064017,4.843453217680541,0.680683601166011,100.7908499001683,1.49918620452211,9.828970752923512e-10,0.1208350972398264,True,Pass,134.27211177307072,304.99202019855863,11,3,0.12,LITH,CL349,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D053,88.0,-110.0,0.2869243775021384,2025-07-31,TPR-331,T-B4,PC-1230,22.657201341307594,44.24554277681486,207.5976233965459,5.239299695637258,0.6506418526937938,119.99436979088699,3.5081278842690033,9.346974637453898e-10,0.12157462835119019,True,Pass,140.86873322352267,308.6598082540901,11,2,0.08,LITH,CL628,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D054,99.0,-110.0,0.16485085659203214,2025-07-24,TPR-894,T-B5,PC-6523,23.769017219964127,57.89022995437562,196.93228720355424,5.176837547742558,0.6072261553073028,129.60730558182675,2.1444550888364557,2.269074435241992e-09,0.13054551644554033,False,Fail,147.98986451781082,311.98721249581666,11,2,0.08,LITH,CL278,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D055,-110.0,-99.0,0.2051653786263351,2025-07-24,TPR-635,T-C1,PC-5833,22.9828459741628,52.925815264571185,204.40461731599598,5.120310000468784,0.6780669222912293,100.26166655848647,6.914487894971166,2.714823832758216e-09,0.12382090526220932,False,Fail,147.98986451781082,221.98721249581664,8,1,0.04,LITH,CL665,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D056,-99.0,-99.0,0.2807290310219679,2025-07-22,TPR-489,T-B5,PC-4164,23.61763805579413,43.439207038740456,199.9050870015957,5.1851289242788186,0.6528082296503568,119.92883471611594,2.7231598078253616,8.214709611234825e-10,0.11106660984776644,True,Pass,140.0071426749364,225.0,8,3,0.12,LITH,CL263,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D057,-88.0,-99.0,-0.041084224461660046,2025-07-07,TPR-561,T-A5,PC-3875,22.78813278230047,57.80527923647237,199.78847637163702,4.604544254926528,0.6661751825797122,115.37874200388889,0.8765556431409413,1.6408072083536647e-09,0.1156815963058751,False,Fail,132.45754036671525,228.36646066342982,8,4,0.16,LITH,CL438,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D058,-77.0,-99.0,0.06874119595289374,2025-07-12,TPR-553,T-A5,PC-7643,23.723161073771532,49.3991188057468,195.82309855575983,5.270767109358621,0.6465520107856751,129.32639772236445,3.264627631088915,1.7173172461328175e-09,0.10984600371754871,False,Fail,125.41929676090518,232.1250163489018,8,4,0.16,LITH,CL673,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D059,-66.0,-99.0,-0.36020300187234255,2025-07-14,TPR-404,T-B4,PC-8007,23.096700547846314,49.52183513357321,199.70608674209618,5.078412423316748,0.6194069678729588,117.39167494827741,7.1294415479430775,1.971203262491984e-10,0.1167016903142211,True,Pass,118.98319209031165,236.30993247402023,8,4,0.16,LITH,CL536,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D060,-55.0,-99.0,-0.38546992646402656,2025-07-03,TPR-980,T-C1,PC-9442,22.85868267486974,58.7108388768531,196.1745193655129,5.202156276801147,0.6603167723833936,127.69238553757377,5.901070633593267,1.4265330229391545e-09,0.13112536047287737,False,Fail,113.25193155085701,240.94539590092285,9,4,0.16,LITH,CL573,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D061,-44.0,-99.0,0.16840296179047165,2025-07-31,TPR-702,T-A4,PC-6372,23.8569100682412,41.1897338436668,200.85012157127287,5.077432355823272,0.6281910206844801,126.4455672306744,6.838820982129093,1.6269629365950915e-09,0.1255978598237094,False,Fail,108.33743581975715,246.0375110254218,9,4,0.16,LITH,CL337,ISO5,10.0,10.0,300.0
abcf0683,L93810,F2,N7,Notch,2025-07-08,RCA,2.0,D062,-33.0,-99.0,-0.028903793856867477,2025-07-22,TPR-539,T-B4,PC-2421,23.620822260838377,44.30356549257437,198.81875183688155,5.009784964936031,0.6556829020777455,126.73796045885406,1.636461604178725,1.5958006384673499e-09,0.11388559321381925,False,Fail,104.35516278555652,251.56505117707798,9,4,0.16,LITH,CL916,ISO5,10.0,10.0,300.0
