Wafer ID,Lot Number,Fab ID,Process Code,Wafer Polish Date,Wafer Edge Exclusion (mm),DieID,DieCenterX_mm,DieCenterY_mm,dist_from_center_mm,Test Date,Test Program ID,Tester ID,Probe Card ID,Vth_V,RON_mOhm,AmbientTemp_C,AmbientHumidity_%,Ioff_nA,Idss_A,Cgd_pF,Process Step ID,ChamberTemperature_C,ChamberPressure_Torr,Cleanroom Class,Chemical Lot ID,PhysicalDefect,Param Pass/Fail,Test Result,Defect Type,DefectAngle_deg,SectorID,NeighborFailCount,LocalDefectDensity (defects/cm^2),Defect Radius (mm),WaferOrientation
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0016,22.0,-132.0,133.82077566656082,2025-07-08,TPR-798,T-A1,PC-2229,0.688099451344218,113.98296596017848,23.926707779390153,44.79020339819076,4.014755195599619,1.1816509111388667e-09,0.09682282326841023,LITH,199.2785602868163,5.1945235285415485,ISO6,CL538,None,False,Fail,Parametric,279.4623222080256,10,3,3.0,133.82077566656082,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0017,33.0,-132.0,136.0624856453828,2025-07-17,TPR-355,T-B4,PC-7655,0.6318149002857261,119.86500943249354,23.87946429489338,55.891565574003806,1.2837003488695211,2.778197652996402e-10,0.14079536027593362,LITH,198.3552795732135,4.977892880598463,ISO6,CL269,None,True,Pass,None,284.03624346792645,10,4,4.0,136.0624856453828,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0018,44.0,-132.0,139.1402170474087,2025-07-20,TPR-782,T-A1,PC-6952,0.620628915049813,128.22542797534496,23.640595711984687,40.693405334529665,1.7982519329135132,2.485319777482121e-09,0.10235966974657532,CVD,201.79651290042878,5.243539628838283,ISO6,CL730,None,False,Fail,Parametric,288.434948822922,10,2,2.0,139.1402170474087,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0019,55.0,-132.0,143.0,2025-07-01,TPR-205,T-B4,PC-9406,0.6139689095202896,122.08860200749433,23.552100551975936,51.656136701669794,1.4205557694045172,4.849346429481188e-10,0.11804025089591386,CVD,193.95910588177205,5.050919953974184,ISO6,CL242,None,True,Pass,None,292.61986494804046,10,2,2.0,143.0,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0020,66.0,-132.0,147.58048651498612,2025-07-18,TPR-462,T-A5,PC-3621,0.6666916335505383,106.71814292077906,23.468703436050237,59.9087503238262,3.599533285318361,1.0968771267906224e-09,0.11873125378456444,CMP,198.7420958461721,5.218096944981528,ISO6,CL903,None,False,Fail,Parametric,296.565051177078,10,1,1.0,147.58048651498612,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0021,-77.0,-121.0,143.42245291445826,2025-07-07,TPR-898,T-C1,PC-1510,0.6455834947760871,127.38466876813466,23.12301770556666,57.11392187675079,4.125357286723491,1.6652604084117486e-10,0.1235268841462616,LITH,201.57239736241704,5.239975096756137,ISO6,CL311,None,True,Pass,None,237.52880770915152,8,0,0.0,143.42245291445826,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0022,-66.0,-121.0,137.82960494755835,2025-07-23,TPR-673,T-A2,PC-3339,0.6459412225175492,118.8435119608399,23.359662461566614,50.42891378087179,2.4682126310236856,7.525893397467616e-10,0.11202499841881737,CMP,209.1905035398082,4.7818206820054465,ISO6,CL933,None,True,Pass,None,241.3895403340348,9,0,0.0,137.82960494755835,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0023,-55.0,-121.0,132.9135057095403,2025-07-21,TPR-995,T-C3,PC-8179,0.6523172093027729,105.21476762825554,22.653521592902308,41.272818185732845,1.56964242986627,3.245744953964836e-10,0.11803723635068056,IMPL,194.16232892343652,5.158860226395401,ISO6,CL311,None,True,Pass,None,245.55604521958347,9,1,1.0,132.9135057095403,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0024,-44.0,-121.0,128.75169901791588,2025-07-23,TPR-516,T-A2,PC-1570,0.672916277275039,115.3936306003397,23.450830186602627,56.627470287714196,2.6823021835273577,1.1013252680472426e-10,0.12743538658493397,CMP,202.60276528866214,4.963621616297326,ISO6,CL924,None,True,Pass,None,250.01689347810003,9,1,1.0,128.75169901791588,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0025,-33.0,-121.0,125.41929676090518,2025-07-18,TPR-735,T-A5,PC-3068,0.6160270860838847,123.43615235886713,23.00570444642454,51.97957016354421,2.000152042635961,1.8717501312801772e-09,0.11516901855739742,IMPL,203.1507438821393,5.027638127356803,ISO6,CL160,None,False,Fail,Parametric,254.7448812969422,9,4,4.0,125.41929676090518,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0026,-22.0,-121.0,122.98373876248843,2025-07-14,TPR-867,T-B5,PC-2101,0.6400893365056068,123.240833024109,22.948205341392114,42.29865994119134,1.658218340996515,5.59686045654394e-09,0.1222573797077806,ETCH,190.6164063465863,5.02541854976856,ISO6,CL683,None,False,Fail,Parametric,259.695153531234,9,4,4.0,122.98373876248843,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0027,-11.0,-121.0,121.49897118905987,2025-07-08,TPR-258,T-C5,PC-4866,0.6673637738167448,113.23079059151586,23.589947075576738,41.877145696467124,3.340413572593585,3.5078454089333788e-09,0.11442711320321311,LITH,202.05266007204625,5.017394043515072,ISO6,CL459,None,False,Fail,Parametric,264.8055710922652,9,4,4.0,121.49897118905987,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0028,0.0,-121.0,121.0,2025-07-15,TPR-342,T-A5,PC-7001,0.6558202025385882,130.31001135522112,24.1960011431723,58.19253638873185,1.761357292547257,2.3378403427815777e-09,0.10973205388429129,IMPL,204.4014253949189,5.304705062445808,ISO6,CL645,None,False,Fail,Parametric,270.0,10,2,2.0,121.0,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0029,11.0,-121.0,121.49897118905987,2025-07-19,TPR-985,T-B4,PC-6933,0.65303649031149,111.60781941206004,23.959158303001157,53.38400525876157,1.0767690202670777,7.68741144123178e-10,0.13258103839960458,ETCH,202.9432633969122,4.726710474621187,ISO6,CL387,None,True,Pass,None,275.1944289077348,10,3,3.0,121.49897118905987,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0030,22.0,-121.0,122.98373876248843,2025-07-09,TPR-266,T-B3,PC-7272,0.6635842761035723,123.31265121100172,22.714749698188413,56.58573598633511,1.1852738070848396,2.388712660700156e-09,0.12843441482486145,CVD,199.58036372563663,4.655531328626043,ISO6,CL711,None,False,Fail,Parametric,280.304846468766,10,4,4.0,122.98373876248843,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0031,33.0,-121.0,125.41929676090518,2025-07-26,TPR-919,T-C4,PC-1530,0.6515760521647909,115.20825440584005,23.00518593171483,57.579578005645345,1.023470494703916,3.7019105853837466e-09,0.14148690288156077,CMP,201.66620018261216,4.613341985666885,ISO6,CL651,None,False,Fail,Parametric,285.25511870305775,10,3,3.0,125.41929676090518,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0032,44.0,-121.0,128.75169901791588,2025-07-28,TPR-930,T-B5,PC-3513,0.6403444971565561,108.93662954100839,23.97038559399411,51.435447040966444,3.198297758386337,1.3347182679784567e-09,0.12267462130439288,ETCH,200.84922348624514,5.2138288527871826,ISO6,CL272,None,False,Fail,Parametric,289.98310652189997,10,3,3.0,128.75169901791588,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0033,55.0,-121.0,132.9135057095403,2025-07-01,TPR-281,T-C1,PC-8371,0.6653654602768322,128.12528171474315,23.008756303230847,50.34892703510083,2.9314757113933303,3.3316519504671337e-10,0.11243183352942487,IMPL,191.55271330842402,4.845312501626468,ISO6,CL431,None,True,Pass,None,294.44395478041656,10,2,2.0,132.9135057095403,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0034,66.0,-121.0,137.82960494755835,2025-07-25,TPR-522,T-C1,PC-7077,0.6681017856565085,119.27991616593216,23.387683425001487,48.608548206419805,2.8775595586539615,6.784966544938479e-10,0.11656559487340144,LITH,200.96660162377233,5.026437293902977,ISO6,CL820,None,True,Pass,None,298.6104596659652,10,3,3.0,137.82960494755835,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0035,77.0,-121.0,143.42245291445826,2025-07-26,TPR-125,T-A2,PC-7095,0.6352098381548429,123.61634907664664,23.775026049512277,46.33893175582239,3.899661572051788,6.303175797907927e-09,0.12437812506462959,CVD,198.16464797009164,4.977056575175085,ISO6,CL399,None,False,Fail,Parametric,302.4711922908485,11,2,2.0,143.42245291445826,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0036,-99.0,-110.0,147.98986451781082,2025-07-06,TPR-283,T-B1,PC-8273,0.6730255812335427,123.61398269470676,23.015827772568183,48.69191921717423,5.477507418510998,1.011049934764704e-09,0.1109845486201656,CVD,196.4758891450101,4.822724971872004,ISO6,CL396,None,False,Fail,Parametric,228.01278750418334,8,2,2.0,147.98986451781082,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0037,-88.0,-110.0,140.86873322352267,2025-07-23,TPR-854,T-A2,PC-2259,0.6774586574414669,119.6417667093783,23.55268775307298,55.477593114603124,1.9083151151820301,4.068849424025797e-11,0.12107462524352754,ETCH,212.42484976793327,5.17029544751114,ISO6,CL686,None,True,Pass,None,231.3401917459099,8,1,1.0,140.86873322352267,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0038,-77.0,-110.0,134.27211177307072,2025-07-14,TPR-440,T-A5,PC-3255,0.69043328436201,93.8025631949393,22.8329872525409,52.03846862030263,3.4003423030402784,2.476191238358023e-10,0.11982158282031195,ETCH,206.2630785980978,4.974507406356523,ISO6,CL373,None,True,Pass,None,235.0079798014413,8,1,1.0,134.27211177307072,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0039,-66.0,-110.0,128.2809416865966,2025-07-11,TPR-901,T-A2,PC-9674,0.6439505726567452,120.87046550341083,23.199316178024393,57.85046579909692,1.0441573337141001,7.218075277991101e-10,0.1163567496969382,CMP,194.24913969842805,4.952452984592323,ISO6,CL978,None,True,Pass,None,239.03624346792648,8,1,1.0,128.2809416865966,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0040,-55.0,-110.0,122.98373876248843,2025-07-09,TPR-521,T-A4,PC-7012,0.6146567204713077,120.91757333958135,23.65989096707127,48.867600287583755,6.246507932312965,3.2097780632660078e-09,0.11130436604129801,CVD,201.7331809828292,5.04657426154805,ISO6,CL626,None,False,Fail,Parametric,243.43494882292202,9,1,1.0,122.98373876248843,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0041,-44.0,-110.0,118.4736257569591,2025-07-05,TPR-921,T-B5,PC-7521,0.6583820904619482,117.80328730701173,22.703503133234165,52.14179157437508,1.2576015196512125,8.113647697062172e-10,0.12386729349241697,CVD,207.29012637782162,5.144154416967643,ISO6,CL795,None,True,Pass,None,248.19859051364818,9,3,3.0,118.4736257569591,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0042,-33.0,-110.0,114.84337159801605,2025-07-07,TPR-785,T-B3,PC-6150,0.626244320691434,134.77893147067152,23.7202373689802,52.62615106183978,1.7870361218321247,3.283766563126783e-09,0.13465092853836985,CMP,192.51900422961998,4.80820475129311,ISO6,CL934,None,False,Fail,Parametric,253.30075576600638,9,2,2.0,114.84337159801605,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0043,-22.0,-110.0,112.17842929904127,2025-07-31,TPR-984,T-A2,PC-5566,0.6493942820490538,111.91505528037595,23.49018110053666,51.83394324612651,1.8985296625599912,6.652787269077713e-10,0.12500541309323127,LITH,200.38491570703576,5.174583669466657,ISO6,CL197,None,True,Pass,None,258.69006752597977,9,3,3.0,112.17842929904127,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0044,-11.0,-110.0,110.54863183232979,2025-07-25,TPR-852,T-B3,PC-5089,0.6465400819164707,129.15402687115466,23.776244977208574,54.05267546171032,1.0969402919038218,1.6108051921568476e-10,0.1235940628680201,CMP,200.62036362859746,5.28997070395467,ISO6,CL238,None,True,Pass,None,264.28940686250036,9,1,1.0,110.54863183232979,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0045,0.0,-110.0,110.0,2025-07-11,TPR-930,T-C4,PC-2858,0.6641876617606447,114.70240685240806,23.611957067032332,44.74866936749613,2.7812599889432112,6.945388865518542e-10,0.10643596162797302,IMPL,193.6275355875049,4.714775526247765,ISO6,CL868,None,True,Pass,None,270.0,10,3,3.0,110.0,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0046,11.0,-110.0,110.54863183232979,2025-07-04,TPR-354,T-A2,PC-1424,0.6658066281977075,120.97079227093589,24.182070214986922,50.247275550915816,3.15441931693985,1.6678181347287069e-09,0.1311988796681181,IMPL,201.89775152306115,5.055659795825567,ISO6,CL904,None,False,Fail,Parametric,275.71059313749964,10,3,3.0,110.54863183232979,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0047,22.0,-110.0,112.17842929904127,2025-07-03,TPR-373,T-B5,PC-4048,0.6513452828194484,112.9794633859508,23.562612251323955,42.084496056166955,2.43082368503262,1.4704729147264245e-09,0.11641955105563538,ETCH,205.58123195259063,4.939015557528535,ISO6,CL521,None,False,Fail,Parametric,281.30993247402023,10,3,3.0,112.17842929904127,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0048,33.0,-110.0,114.84337159801605,2025-07-13,TPR-263,T-C2,PC-9176,0.6285722961654807,116.07889311981113,23.285297229437372,47.69022655289625,1.0718759499949881,3.16416450597421e-10,0.11062292891770384,CMP,207.54023795709577,5.139846116144028,ISO6,CL160,None,True,Pass,None,286.6992442339936,10,2,2.0,114.84337159801605,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0049,44.0,-110.0,118.4736257569591,2025-07-04,TPR-906,T-B1,PC-9482,0.6515603937740999,122.96120729226031,23.561148751516143,49.75334137242529,8.95190360938348,7.96391855514941e-10,0.1287398259592743,CMP,198.75317949187027,4.75666815749463,ISO6,CL383,None,True,Pass,None,291.8014094863518,10,2,2.0,118.4736257569591,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0050,55.0,-110.0,122.98373876248843,2025-07-12,TPR-818,T-C2,PC-7340,0.645885701005277,120.05113050324806,23.771649014518193,53.04448519090945,3.810223879121509,1.6823845798275603e-08,0.1286402558060141,ETCH,212.50822517567556,5.325787645128715,ISO6,CL987,None,False,Fail,Parametric,296.565051177078,10,3,3.0,122.98373876248843,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0051,66.0,-110.0,128.2809416865966,2025-07-28,TPR-210,T-C2,PC-2929,0.656867966457548,105.84628529371182,23.52443003516285,59.01062105172407,13.213857998324524,3.288078618220233e-10,0.12087531755806172,LITH,189.71016623301622,4.678421038714186,ISO6,CL771,None,False,Fail,Parametric,300.9637565320735,11,4,4.0,128.2809416865966,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0052,77.0,-110.0,134.27211177307072,2025-07-12,TPR-491,T-B2,PC-5288,0.6395313194221222,116.57284093885974,23.52029584560194,52.01302133096712,1.677900536798498,2.1845807968266272e-09,0.12099923876832511,CMP,201.78108354907232,4.951143812044693,ISO6,CL229,None,False,Fail,Parametric,304.99202019855863,11,3,3.0,134.27211177307072,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0053,88.0,-110.0,140.86873322352267,2025-07-20,TPR-993,T-A1,PC-5264,0.6586112210852935,118.38714988172245,23.149004156096623,54.87187832353119,4.778847753010006,1.351039067904201e-10,0.11994415104110183,CVD,192.93852840035072,5.086859215199072,ISO6,CL818,Contamination,True,Pass,None,308.6598082540901,11,3,3.0,140.86873322352267,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0054,99.0,-110.0,147.98986451781082,2025-07-09,TPR-139,T-A3,PC-8311,0.6341618577954359,138.86186203585947,23.168549541224525,50.12532118990406,4.29572704713242,2.6119868823556585e-09,0.1464607005902201,CMP,200.4509131874845,4.862732630613035,ISO6,CL986,Contamination,False,Fail,Physical,311.98721249581666,11,2,2.0,147.98986451781082,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0055,-110.0,-99.0,147.98986451781082,2025-07-26,TPR-979,T-C5,PC-4515,0.6461350485704647,122.57550261778012,22.798697364100153,52.68208062752663,2.2358374571417965,4.3970896029350875e-10,0.1279995294587832,LITH,197.39046624947485,4.831319690308592,ISO6,CL235,None,True,Pass,None,221.98721249581664,8,1,1.0,147.98986451781082,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0056,-99.0,-99.0,140.0071426749364,2025-07-02,TPR-581,T-B4,PC-5678,0.6687285363816127,100.81228738780365,24.37478837159347,41.41864432267547,6.506971833018051,1.7896458075587264e-09,0.11328626487115787,CMP,202.5343872819528,5.044447127326105,ISO6,CL355,None,False,Fail,Parametric,225.0,8,2,2.0,140.0071426749364,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0057,-88.0,-99.0,132.45754036671525,2025-07-24,TPR-327,T-A4,PC-9047,0.6920622583306059,120.6023447640996,22.878068382304356,45.08783161683694,2.0919487480884285,2.966088959509764e-10,0.11981446217760407,CVD,199.36559642948902,5.015551983998216,ISO6,CL249,None,True,Pass,None,228.36646066342982,8,2,2.0,132.45754036671525,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0058,-77.0,-99.0,125.41929676090518,2025-07-15,TPR-304,T-C3,PC-4279,0.6571465633737693,118.07639557515529,23.153547401102045,47.23706186410277,2.1664103264788763,1.4712793020516529e-09,0.13102868774607773,IMPL,195.87007910986742,5.00118763388303,ISO6,CL828,None,False,Fail,Parametric,232.1250163489018,8,1,1.0,125.41929676090518,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0059,-66.0,-99.0,118.98319209031165,2025-07-18,TPR-936,T-C4,PC-3009,0.6301050415921056,119.65286206081022,23.1407963672154,49.44986710013027,0.3349968855229963,4.4296937847376125e-10,0.11861606565574562,IMPL,196.1985452621801,5.171737702293125,ISO6,CL429,None,True,Pass,None,236.30993247402023,8,2,2.0,118.98319209031165,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0060,-55.0,-99.0,113.25193155085701,2025-07-04,TPR-571,T-B5,PC-3223,0.651595586711235,131.42824116902128,23.94746218847222,40.91297491004767,3.5213368269659746,5.685086743085391e-10,0.10501388193139011,LITH,209.66229748724777,4.921105461314395,ISO6,CL948,None,True,Pass,None,240.94539590092285,9,3,3.0,113.25193155085701,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0061,-44.0,-99.0,108.33743581975715,2025-07-30,TPR-458,T-C4,PC-2213,0.6263386197949806,127.91030371933435,23.352525160853986,42.80048195106635,1.2217323466317935,1.735087057479654e-09,0.12124331423204052,LITH,202.21761869231207,5.063918529959001,ISO6,CL353,None,False,Fail,Parametric,246.0375110254218,9,2,2.0,108.33743581975715,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0062,-33.0,-99.0,104.35516278555652,2025-07-13,TPR-412,T-B1,PC-8406,0.611691266433597,134.02791882851872,24.123871036336865,45.53628615582612,1.9902960841478363,7.650238481818307e-10,0.113786840495813,CVD,191.48935646730806,4.898679438344837,ISO6,CL879,None,True,Pass,None,251.56505117707798,9,4,4.0,104.35516278555652,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0063,-22.0,-99.0,101.41498903022176,2025-07-03,TPR-940,T-C1,PC-3828,0.6820711778726017,125.86860887787414,23.163254687878066,59.430653818021014,1.4537782503274599,1.6101604005623166e-09,0.11873170052721597,IMPL,202.7539386755838,4.830134102834118,ISO6,CL963,None,False,Fail,Parametric,257.4711922908485,9,2,2.0,101.41498903022176,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0064,-11.0,-99.0,99.60923651951158,2025-07-18,TPR-914,T-B3,PC-8292,0.6500968383772107,110.09462694012396,23.6394970811119,46.62694014206102,2.1911926592198614,9.399972230411199e-10,0.10398007582450043,IMPL,199.02661668821003,4.943048274301996,ISO6,CL792,None,True,Pass,None,263.6598082540901,9,2,2.0,99.60923651951158,Notch
b372e9ef,L93810,F2,N7,2025-07-08,2.0,D0065,0.0,-99.0,99.0,2025-07-10,TPR-992,T-C3,PC-2438,0.6402830379470302,120.99650493040335,23.08232647337012,49.64082116224165,3.50362424858629,1.1709747462009553e-09,0.134933786670637,IMPL,200.0230054354857,4.9002469625612735,ISO6,CL502,None,False,Fail,Parametric,270.0,10,2,2.0,99.0,Notch
